person_id,label,lm1_x,lm1_y,lm1_z,lm2_x,lm2_y,lm2_z,lm3_x,lm3_y,lm3_z,lm4_x,lm4_y,lm4_z,lm5_x,lm5_y,lm5_z,lm6_x,lm6_y,lm6_z,lm7_x,lm7_y,lm7_z,lm8_x,lm8_y,lm8_z,lm9_x,lm9_y,lm9_z,lm10_x,lm10_y,lm10_z,lm11_x,lm11_y,lm11_z,lm12_x,lm12_y,lm12_z,lm13_x,lm13_y,lm13_z,lm14_x,lm14_y,lm14_z,lm15_x,lm15_y,lm15_z,lm16_x,lm16_y,lm16_z,lm17_x,lm17_y,lm17_z,lm18_x,lm18_y,lm18_z,lm19_x,lm19_y,lm19_z,lm20_x,lm20_y,lm20_z
본인이름,open_up,-0.3747368497325956,-0.22043200154752005,-0.19835048356968507,-0.567725035292359,-0.4462670143305222,-0.2662618240327996,-0.7923667412800467,-0.7458378576329225,-0.3048640580772044,-0.9629598954837707,-0.9636575779967075,-0.3092062851436407,-0.5378913314228172,-0.9062196178727562,-0.034140110298436305,-0.5961401956012636,-1.1828940324444377,-0.16790091138333274,-0.6685433034545395,-1.3865851864693024,-0.32474555397753446,-0.7592076500791763,-1.4939956367155558,-0.6655928224605936,-0.23053243581571645,-0.9722291552502484,0.04031490911832657,-0.1870812781484564,-1.4356189028509048,-0.09809119291547645,-0.253666336820815,-1.6624879023148063,-0.3498092403328071,-0.318607485918879,-1.8945162368197244,-0.6084035361333986,0.09033905010654808,-0.9815034126190172,-0.03892005031509894,0.11874003618136884,-1.3553166537488994,-0.10507395269756446,0.09367456189079383,-1.6615897125513317,-0.27909428806721276,0.0714066031895592,-1.8758706996652958,-0.5059556618793425,0.2690165368818286,-0.8321009537847551,-0.08328521451084284,0.4560378868855712,-1.0904412335240723,-0.08297249277869108,0.5726380230066516,-1.344192335711332,-0.19313397768177015,0.6109232755091932,-1.5185447208245786,-0.32414756501374775
본인이름,open_up,-0.35963017955098003,-0.19535076396568002,-0.11391072645894318,-0.5975643025135373,-0.43852229324866215,-0.18428319086296263,-0.8046830149025281,-0.7159378269730106,-0.25910051064579526,-0.984398602827062,-0.9705288336251847,-0.27046225691436065,-0.5106811826997361,-0.8749664303610678,0.036151401688968486,-0.5934409327310102,-1.1727174939427507,-0.059281461670552156,-0.6354184523618069,-1.3553933283495405,-0.1825756990464109,-0.6900397165392615,-1.4808916267504915,-0.488088356590006,-0.24561789744440357,-0.9654630470509767,0.08690781646339675,-0.25754324230559983,-1.393340788005053,-0.02412360455994778,-0.3160255011856009,-1.5949859381094273,-0.2642459559209741,-0.3801408441100385,-1.7710958356288053,-0.527212917624667,0.03879070156884251,-0.9983936025367766,0.004780894449127778,0.038298505618898186,-1.360155357373407,-0.048625608385294936,-0.008715781767384492,-1.6190385334156043,-0.2272328000493729,-0.06372360930747756,-1.8284798548349033,-0.4144365510946209,0.21183586442277735,-0.8849856884195566,-0.08109390635032487,0.3524969860649154,-1.1156834989106468,-0.09032025584091506,0.44141187277659355,-1.322869363298455,-0.1968133533008478,0.436557147019119,-1.4824297058859122,-0.3534960099888921
본인이름,open_up,-0.3699502186347572,-0.17729017642808884,-0.12099724729307752,-0.627952392642474,-0.4138282103432367,-0.2263145862351627,-0.8263452539460648,-0.6736201380834589,-0.3130059527232861,-1.0276301692768457,-0.8895079348876869,-0.37574158300466187,-0.5444228007279136,-0.880216057942232,-0.08642662950504039,-0.5975344127123242,-1.1762155983617584,-0.17573369674807174,-0.6360717149656655,-1.3793724781816128,-0.2938419821938702,-0.7073208174362258,-1.5030019539312227,-0.5952571252805128,-0.26896708520130197,-0.9624316795399311,-0.03717541860875869,-0.2893192773978638,-1.3824574017771203,-0.1680647195071229,-0.33073276048818523,-1.5909481682563082,-0.3829165123539588,-0.38283042606523565,-1.7885877745335719,-0.6247495951487579,0.004870863639455927,-0.9885827810253806,-0.120332438919472,-0.008108190475511836,-1.333480075562825,-0.19720307293195669,-0.0631113610623653,-1.5946930867320266,-0.36103550518031724,-0.11346113071563936,-1.8140881164494782,-0.5324916451557291,0.1811638120462369,-0.8470481818026686,-0.18587641791784623,0.29818736077924535,-1.1023134879856638,-0.2071706530315703,0.34017075324170276,-1.331900260231746,-0.3230128241223026,0.33289852329787206,-1.4989120306355643,-0.45044968038183353
본인이름,open_up,-0.3510261348227535,-0.179020597574133,-0.09840892544835808,-0.5914013501010413,-0.4147144167309578,-0.17624096321322746,-0.8007594641117386,-0.6754145618236874,-0.22431406358465855,-1.0192883480482104,-0.8862672029065367,-0.23587518232421428,-0.5247314616614905,-0.8800445449564799,0.05134918315479309,-0.5492558994552975,-1.178449984184736,-0.041050919990012605,-0.5754997901136429,-1.371025473773562,-0.1419950951477704,-0.6094066046140787,-1.4846276577225108,-0.44401202572865034,-0.2612467762405898,-0.9604498413628826,0.09636468375896014,-0.29674460183606793,-1.3598352973862542,-0.018990090499084605,-0.3401070279038806,-1.565725779160753,-0.22791224577708982,-0.4076977407857033,-1.7454991767239807,-0.45901325206074967,-0.01517013740586685,-0.9925442457555704,0.015720890108053814,-0.02928886100786947,-1.3296065003367248,-0.054833542966126164,-0.09078336773847351,-1.5721717078780948,-0.2335272139746434,-0.1535224139401608,-1.7673272239789592,-0.3960505016328223,0.16425734020843555,-0.8738734292167316,-0.06500831219687069,0.24753272597862105,-1.1188916992016273,-0.08808111565241014,0.2684875110603204,-1.336717749144931,-0.1981210255428294,0.25329958213461085,-1.486678627877054,-0.3339592007316342
본인이름,open_up,-0.36788204490862625,-0.1937788352573559,-0.11274654815294319,-0.6072142409928255,-0.40159852921261857,-0.21246841099728903,-0.8327101043454644,-0.6798369333440683,-0.29743593900714466,-1.0354226149733634,-0.89797096087716,-0.29466700830789205,-0.5342233940523812,-0.8574584135045097,-0.0021880741092843116,-0.5853071589886095,-1.1773842020361758,-0.09232676359043321,-0.6134804440450421,-1.3671980359171654,-0.22646817610725398,-0.6348183778938198,-1.487496041089984,-0.516516728267392,-0.29037898856594696,-0.956104689952147,0.039291256830587304,-0.34050209766792183,-1.3489837249875352,-0.08322016742230212,-0.4007954184232538,-1.5549036549149595,-0.29225830392203944,-0.450866444248057,-1.7163224082615232,-0.5423001091563331,-0.03175427529199432,-0.9772552888484451,-0.036366049316207696,-0.07110729270422027,-1.3137671088547718,-0.10586706156836323,-0.14685776835696185,-1.5652964470241122,-0.2678452587822862,-0.22054828563689452,-1.7693352561464992,-0.44306352940148996,0.15059292823286297,-0.8497128805352787,-0.11181636908185773,0.2364585885950319,-1.1104484383680637,-0.12894308345440675,0.25885898989899997,-1.3148158391984248,-0.24930637915591802,0.22033565477474107,-1.5031835084745402,-0.3970807072190983
본인이름,open_up,-0.3426993015664126,-0.1942490674674101,-0.09678907557797088,-0.5759281052630477,-0.41818844609385925,-0.17555970020127729,-0.7807633372593589,-0.6899034102385785,-0.2312890201667511,-0.9750750686756702,-0.9224910746614986,-0.25393828640977645,-0.4972904471640694,-0.881105890234965,0.012639168101851632,-0.5399123893662195,-1.1737021381611685,-0.08111906495395015,-0.573534591204891,-1.3645179054009362,-0.1903625420659215,-0.6099714617061834,-1.4711010413174936,-0.48720606070738776,-0.24438998381619836,-0.9683496564725,0.05071895920683306,-0.28024091529653,-1.3589669368852382,-0.06891040658742674,-0.34639083790605957,-1.5665869050127472,-0.2997382276705809,-0.4068058429886003,-1.749407965223337,-0.5205439034975401,0.00948612456239473,-0.9915846868061078,-0.0348706653721123,-0.014057755072714562,-1.3270481293250436,-0.09663578797467999,-0.05932808489441799,-1.5705572803756378,-0.26696904466734056,-0.12090009893671233,-1.772070545611833,-0.4417466700200011,0.17657763951016597,-0.8585371502761512,-0.11483256101346193,0.28371487711880705,-1.0930197383052382,-0.1322344406942288,0.3221665957190458,-1.3074405330657364,-0.2476407344755777,0.31719297519905604,-1.4628238022904163,-0.3803195177677692
본인이름,open_up,-0.34075182622532424,-0.1934621841899793,-0.10189164123405497,-0.5709578315881473,-0.41961441780050185,-0.18386846020651937,-0.7776982300669494,-0.6940541848544445,-0.26881192087851746,-0.9745639015475648,-0.9263038205434297,-0.27330225946816006,-0.5113739654180727,-0.8748784040818964,0.026127006006934583,-0.5740949456303702,-1.1604918137591902,-0.07086572773169292,-0.6120824699594521,-1.3421631368274385,-0.18055721157392934,-0.6458996073424639,-1.4557731728177588,-0.4675566426203656,-0.26242767156856134,-0.9627856516304353,0.06461762079702184,-0.2960330714401685,-1.3582638002241578,-0.04062904302218067,-0.36052065841413417,-1.5584697491772237,-0.26690264986479445,-0.428415231519037,-1.7332725795929727,-0.5132158933681993,-0.004011881790674276,-0.99352607802741,-0.012609824049515458,-0.032775175051603676,-1.3326339875943696,-0.07645240486038907,-0.0782844562764242,-1.5712201384149185,-0.24290841050496068,-0.14817667494924713,-1.773830521181893,-0.42799825434250116,0.1599280683834065,-0.8730773087515467,-0.09917227334425811,0.2590312588561164,-1.109321851088427,-0.11012951653986952,0.31866483931750134,-1.318778272411903,-0.21904180191852574,0.2936151036505896,-1.4758053023514204,-0.36737200290427885
본인이름,open_up,-0.3497387424849906,-0.19280795876952347,-0.13091135626372416,-0.5753374173034709,-0.4189643799108795,-0.2222827734369691,-0.7856267731666542,-0.6949661821088935,-0.320019945816044,-0.9699485556339692,-0.9372735655440577,-0.3244994112324914,-0.5116412111199333,-0.8731791942886262,-0.01754970919737877,-0.5767203366036455,-1.171062856426817,-0.1142972931198447,-0.6198884046886678,-1.3607251338158766,-0.23901532073435525,-0.6547273953474482,-1.4767398364185094,-0.535562125419877,-0.25956493334689135,-0.9651870451324532,0.03224902143277693,-0.27672470526496146,-1.3700587062621872,-0.08146388908625032,-0.3348914605047585,-1.5791517543818996,-0.31580416379010773,-0.4068974761560861,-1.7564748154172682,-0.571157610013867,0.012536900091018212,-0.9951631813446498,-0.04272341266041176,-0.005251090018416785,-1.3430238298180859,-0.1064666805369471,-0.04263175687338955,-1.5955086355936412,-0.27003377863351985,-0.113234284974416,-1.7969045874437775,-0.4668834773584644,0.1799245506485957,-0.8674213451420917,-0.12410178786766377,0.2962650354198994,-1.1080644340392392,-0.13624350764722298,0.3587625302905066,-1.3178216553852597,-0.24441090073977206,0.34293778359592764,-1.4879318014873644,-0.3879492712478466
본인이름,open_up,-0.35375375470223497,-0.1912379201165466,-0.13938875486718819,-0.5816998334927824,-0.41433170180604145,-0.23162994590877137,-0.7897669267146856,-0.6913519595384542,-0.33987419619320586,-0.9690505073694572,-0.9376308176417358,-0.34845982114298824,-0.5125814541873089,-0.8724858501663749,-0.04598877170487989,-0.5796519199237252,-1.172021150964964,-0.13944057894308312,-0.6247322645403013,-1.3685595861089295,-0.2688648813065024,-0.6641224712136674,-1.4855852699931893,-0.5673527115297295,-0.2574392930089091,-0.9662856525341805,0.004124267058155345,-0.27085055014172543,-1.374041590107156,-0.10800099523202329,-0.3281500086790265,-1.584701702013514,-0.3470729661922159,-0.39818396992646055,-1.7707878083956463,-0.6049624914556289,0.01932612229834086,-0.9939595694551738,-0.07020680456232468,0.006233388281213569,-1.3449479906699016,-0.13144944006383227,-0.026903566043364815,-1.601998598123638,-0.2960753830928047,-0.09854033417298938,-1.8063878871555727,-0.5006060939150689,0.18768610118246756,-0.8608037042731256,-0.14467574796908977,0.3128336757803315,-1.1054384717393186,-0.15655803032630128,0.377374524309018,-1.3164189615387596,-0.2667875705129429,0.3615210837759469,-1.493884301919839,-0.4135207452641751
본인이름,open_up,-0.35036385493956834,-0.1970518873244264,-0.14938891408912666,-0.5693648001236478,-0.423341981055022,-0.24401997939764428,-0.7732771024588537,-0.7000214947950452,-0.35905338138508835,-0.949381986317075,-0.9536205538832592,-0.3731308308681892,-0.4971159161098896,-0.8807053629614997,-0.06964343384101368,-0.5612895403245075,-1.1786756891047447,-0.17068483473888799,-0.6090362808214205,-1.375894392605228,-0.29925439166303397,-0.6449197572610672,-1.4860968300606057,-0.6007467141166761,-0.23913601680773006,-0.9707805907039164,-0.01997390744303255,-0.24716789641946027,-1.374665220781651,-0.13618387728944484,-0.30322282078526375,-1.588023908121927,-0.37693827040807126,-0.372281345431934,-1.7705993440187031,-0.634420754203443,0.04114618757474456,-0.9897124707266247,-0.0925494648206987,0.03680419797022281,-1.343253335748379,-0.15546854558879022,0.012966625355719174,-1.5969266240441207,-0.3261995341333265,-0.054100800569460594,-1.8004902486448269,-0.5343310485693128,0.2082474476875283,-0.8529637530668878,-0.16353563418887598,0.33147778950301154,-1.0926332623725912,-0.17786998257851322,0.40343043512565235,-1.298462873211697,-0.29421624383479544,0.3887026420049862,-1.4694808214964095,-0.4435581460924879
