person_id,label,lm1_x,lm1_y,lm1_z,lm2_x,lm2_y,lm2_z,lm3_x,lm3_y,lm3_z,lm4_x,lm4_y,lm4_z,lm5_x,lm5_y,lm5_z,lm6_x,lm6_y,lm6_z,lm7_x,lm7_y,lm7_z,lm8_x,lm8_y,lm8_z,lm9_x,lm9_y,lm9_z,lm10_x,lm10_y,lm10_z,lm11_x,lm11_y,lm11_z,lm12_x,lm12_y,lm12_z,lm13_x,lm13_y,lm13_z,lm14_x,lm14_y,lm14_z,lm15_x,lm15_y,lm15_z,lm16_x,lm16_y,lm16_z,lm17_x,lm17_y,lm17_z,lm18_x,lm18_y,lm18_z,lm19_x,lm19_y,lm19_z,lm20_x,lm20_y,lm20_z
me,point,0.4166119841450785,0.06172676265203495,-0.46269347562065655,0.6522086856006747,0.1444720222935776,-0.808419410351943,0.51535957952599,0.36682625338666375,-1.078645013332879,0.2804141957664089,0.5329767560892998,-1.3064463937604565,0.4744431928678308,-0.5406981312057123,-0.8834097092137569,0.4655255409496336,-0.3067898813471842,-1.324527114717534,0.3630956354661118,-0.2050648199625108,-1.5653198031558648,0.17533104681936448,-0.21764946136712268,-1.6897632317738722,0.0075994086484178795,-0.5937593618298187,-0.804606779257819,0.044942836102062886,0.24251281062169072,-1.1782294016196238,0.21313945497454567,0.4501695915829418,-1.2105392406222073,0.2687954234590778,0.3960161925317922,-1.205159980768233,-0.3309995669363822,-0.41048555699001543,-0.7554736588724109,-0.18561927148703414,0.4130844122660437,-1.0331341653853647,0.031434074279303226,0.4933682712849879,-0.8881480885414995,0.12152485123274748,0.33689201955598325,-0.7551927170729242,-0.5518118258863077,-0.17564966775930715,-0.7613793734004062,-0.36792043264458263,0.4342550142482183,-0.9658525303162135,-0.21650745306051822,0.5186197108985605,-0.886964953955795,-0.16396305384838494,0.4183563799297233,-0.7827794494870354
me,point,0.20890912432562955,0.017092875183957468,-0.5073440815827152,0.22584198887096424,0.10193693387177019,-0.8207566888337191,-0.0017018733486637925,0.28580991339916073,-1.0265200658296625,-0.29921273030150236,0.44390749014564107,-1.1799599149279891,-0.40143160870854594,-0.26549680571243234,-0.8301647844507011,-0.4116912788834237,0.23690480352084287,-1.1107137286220612,-0.2301794008340736,0.2605750433367628,-1.188818841864362,-0.2167807056409145,0.13863810447223907,-1.2295485906470474,-0.6993066481084432,-0.20838831692963378,-0.6837722729670811,-0.5994062311165872,0.4624653385361983,-0.9414469088064528,-0.34425241298608,0.4532334459867706,-0.9403653526897635,-0.28135336441348896,0.2990451631960449,-0.9345854406486926,-0.8757333674538154,-0.07753921238512917,-0.5602136378110876,-0.7422050538047167,0.5413379238418842,-0.776194388394821,-0.4799961943887688,0.4947849850717112,-0.6950288079485398,-0.4225991368952249,0.32884379575082756,-0.6376740961100501,-0.9626770198924253,0.07391284432397713,-0.4813670094596585,-0.855159414457391,0.5213517560156721,-0.6645867962175469,-0.6404629197597888,0.4935472946857495,-0.6577033946787797,-0.5826070277118868,0.3630622253844042,-0.6281367554694152
me,point,0.42634974991865365,0.3122918565273354,-0.33794632084262965,0.5106730754246673,0.6304532562355569,-0.6671932145041654,0.14089085200960919,0.920963296319117,-0.941009441275321,-0.25563086116885675,1.0720036999591671,-1.2179547746135377,0.08438563807593567,0.10419783818733609,-0.9415405399598075,-0.023802022558773017,0.6817110496683305,-1.2798925914742174,-0.12114541536598238,1.001080586044095,-1.5245104268294278,-0.24518015301336005,1.0421762274172985,-1.694912863010848,-0.39181968438613934,0.04562022979413761,-0.9189102946213391,-0.4646286625275342,0.7962198002054026,-1.1514214997541607,-0.3852383736812141,1.0808405501669043,-1.2169754517087872,-0.33317446622768837,1.0979835280301047,-1.3336910326271123,-0.714306353786857,0.12431545765553752,-0.8803672745103645,-0.6896290715688772,0.8588785371406331,-1.022243843672342,-0.5786863678527461,1.058394484235308,-0.9235927645385996,-0.5274224309271631,1.011305552183204,-0.9086350521431178,-0.9090036084145322,0.255123333436373,-0.8834276742598857,-0.86793561275897,0.8780729400924946,-0.9570534861900977,-0.8005545358919212,1.0312796772122188,-0.8447777699117711,-0.7808116067963798,0.9728650281002198,-0.8085858895743641
me,point,0.4966595566304349,0.29914865782500016,-0.35877065429327865,0.6568559549114005,0.5781526096555545,-0.7071858597679972,0.34087487212985057,0.9431031396365546,-1.0068639451804635,-0.06825846002948302,1.1903428756261023,-1.3036810379076846,0.16270878030983424,-0.014362916692046795,-0.9540222876367979,0.08707383942743531,0.6367775987233589,-1.2930408045942838,0.04079594615142088,0.9375614228516463,-1.513672691722356,-0.06677025032219883,0.9403304305780127,-1.658950253781479,-0.34494798255936676,-0.052843405394970656,-0.9371331089202245,-0.3698971548039222,0.7990421506289509,-1.1787309179833731,-0.20840611277981066,1.0415063455939084,-1.2162251387479168,-0.13481937945420366,1.0100355631425888,-1.3006434779690328,-0.6925531103615752,0.06302032102615004,-0.9095273397783349,-0.6081839166065666,0.8951834313679747,-1.0529125614911654,-0.45292132557228587,1.0300157654847926,-0.9152000425963409,-0.3987576755532891,0.8953436167993456,-0.8598218758214778,-0.9013393636644422,0.2263379019356572,-0.9317475335185695,-0.7864161526034219,0.9191764946770611,-1.0011140627322805,-0.6762576527432193,1.017781628867542,-0.8626013706556747,-0.6726762026043419,0.897593615502888,-0.7952021680364033
me,point,0.48855866507902196,0.3254578068026707,-0.3585785145240518,0.7425703888285388,0.6521770166128671,-0.6922839184901078,0.5039462620081759,0.9910505282937706,-0.9646570488249635,0.01347719897844345,1.157902948839269,-1.2292743940793547,0.04274979786638552,-0.0006395667859442592,-0.9363259288328102,0.02691401167139383,0.6950423445851405,-1.262442510532818,0.0621301490275268,0.8255308551695435,-1.4563252468088046,-0.024856281173954248,0.741691881579991,-1.5642327579270494,-0.44664135942509986,0.012989327020936576,-0.8946187866540933,-0.43893728849069363,0.9067647022666457,-1.089125118136221,-0.22397192615597128,0.9236216141782941,-1.0402529282516038,-0.11971578554634738,0.7585770779633609,-1.055164895755787,-0.7706602464984695,0.13465054949042574,-0.851278321772526,-0.6720681768901751,1.019734993104297,-0.936548405199934,-0.4580725075635808,0.9648960461552996,-0.7168743819173846,-0.396331023764388,0.7707499547110195,-0.5954920640396978,-0.9915678808324997,0.29486772847943643,-0.8634260802206706,-0.8924367176363169,0.9991719710845268,-0.8867035672131284,-0.7034872294567532,0.954011379339858,-0.7182423793892344,-0.6431918420438654,0.7606718174959387,-0.6206615851840618
me,point,0.48454929792187423,0.30812077471342286,-0.42683966702996723,0.6911822282874128,0.7108353463500382,-0.8081444763849329,0.5169878021163757,1.0523196794687975,-1.1264930024145792,0.24626868815395506,1.1583527604099517,-1.4340235484783368,0.38689419986873524,0.10336746420203759,-1.0327668688058718,0.3932231101612417,0.739710175075454,-1.4771291435403853,0.3767592667675801,0.9747656748635368,-1.7852741937869798,0.26798719849825514,0.9883730291886336,-1.9811096117930291,-0.1286576058624292,-0.016050003351972247,-0.9915591852462209,-0.09817134412551913,0.9359313496632489,-1.3239270016792672,0.03634176513322176,1.0409354743916455,-1.41655101248224,0.07931095481840053,0.9221622264490331,-1.5346516853587417,-0.5079888551697493,0.06493582725789235,-0.9524124740532414,-0.3723567594295691,0.9869572964137449,-1.1634275121490836,-0.18848679932294587,1.037574231029709,-1.0646993947305392,-0.13474158486506296,0.9010506724327184,-1.0306042383941256,-0.7663301671622863,0.22239203531160429,-0.9667091311227688,-0.6064396059221665,0.9364201242639165,-1.1185586429955061,-0.4671933116844788,0.9717347011503819,-1.0505674984925948,-0.41536198842169747,0.8383020911132059,-1.0190291609875253
me,point,0.4808456260476983,0.10532955975585755,-0.21691630334969914,0.8367569789432394,0.5474434239863832,-0.4852158500155446,0.7554983769369429,0.9706806563390803,-0.6795422198410078,0.34309395028593037,1.0389418891618767,-0.8492848010592288,0.4308637370253161,-0.11255676913350211,-1.0000862106627781,0.46083357944048026,0.6242909241068861,-1.3105582790906645,0.39100784902246927,0.6825259797338908,-1.3961222489266993,0.2837315769478032,0.546594478217139,-1.416953926550896,-0.03260344193323159,-0.0758781629190706,-0.9965839251995455,0.055399798982463985,0.8557958466980226,-1.297693712827207,0.18767020709376941,0.8316250060223949,-1.2327611819446502,0.22437085847472335,0.613811727604407,-1.181392397808018,-0.38204450890328,0.059328685013950784,-0.9620839488198313,-0.2526912732563546,0.952610416557852,-1.1104239830748743,-0.0641692834818314,0.8931540705259697,-0.9302483642685282,0.01863661734365288,0.6612580087604489,-0.814128079665045,-0.6241253784998371,0.22033972542424515,-0.945114844420585,-0.5375793644628998,0.8736660842178249,-0.9556069252295034,-0.37060986424530096,0.8626218104040299,-0.8208775649649396,-0.2847456546078347,0.7151536536196001,-0.7537380351325697
me,point,0.3829451144244,0.43386878007657687,-0.38022778077202424,0.4532040879463366,0.8959195137970954,-0.7332326998300137,0.1462331423250545,1.2415296414003851,-1.0265568080533152,-0.17362478770376727,1.370498923782619,-1.314878606815119,0.1404492086325045,0.23299918055788346,-0.9718258661216295,0.09825984670674788,0.7807475716868443,-1.339832607107395,0.06804136473808362,1.059140889712623,-1.5924657162314022,-0.0682902662810289,1.1150602600679096,-1.7561596381475042,-0.3102699001256163,0.1418603030310105,-0.9400043848301933,-0.3445830876739965,0.9504133571336956,-1.1958241675659431,-0.208789622153144,1.114901745866604,-1.260754324172381,-0.16160265971399965,1.045745155443717,-1.372805151013405,-0.6227649311210272,0.20945193264702544,-0.9023045462633307,-0.5738318051055397,1.0037977845266666,-1.0441425888123677,-0.4167803131620529,1.0906332950329072,-0.9501102767151336,-0.3604589698726682,0.9711783505737193,-0.9416645642371553,-0.8225533072295799,0.34161700076137025,-0.9140625450727591,-0.7400199406405663,0.9762832784109078,-1.016033532131372,-0.6372023214049177,1.0544955429799145,-0.9332689378436174,-0.6099515775384767,0.9525094505942482,-0.9084387767711117
me,point,0.23564709663156688,0.3194991406050701,-0.45898857822715167,0.16733226977089877,0.664235016520354,-0.7546449968393795,-0.11036537158106158,0.8457153901562061,-0.9073396074156749,-0.4094911748777027,0.930338190221358,-1.0417251647965768,-0.06185107067978045,0.1716811604762778,-1.0812689513871225,-0.22926508354539013,0.5049843387766575,-1.3864392274992943,-0.3684004566721663,0.6517589428186507,-1.518665683293489,-0.5446522980958813,0.7306376872318173,-1.6152338140498232,-0.4007990387082921,0.10721403979416301,-0.9098710239597284,-0.5786514867017294,0.7509543237361526,-1.1181725715042974,-0.4007696834532854,0.8295971873848578,-1.0316133181711813,-0.3268309316765055,0.7014613637948793,-0.9906257046536147,-0.6200698321341057,0.17909589143358975,-0.7376477622473386,-0.6888283523837172,0.7885615215729417,-0.9018559554565643,-0.46320460757418347,0.8166316035154354,-0.7531810728531614,-0.36552630623542703,0.6647218169722263,-0.6728382238060536,-0.742739052393843,0.2906996031566257,-0.5959743789346151,-0.7002167009825958,0.7636329486974021,-0.7810292742297353,-0.5459716135797434,0.7601383636556137,-0.7596392289546324,-0.47072135933312637,0.6208187298512571,-0.740875846735597
me,point,0.4161856866121685,0.3681973865354965,-0.3548569350312697,0.5187538683202536,0.788707801581254,-0.6908160408774987,0.24094790121706955,1.0976407498752287,-0.9618899371427714,-0.04297859858182637,1.203508205324163,-1.2279092046111846,0.13972115801445442,0.24431727325650054,-0.9649164860626664,0.004837631391562762,0.8029384879083741,-1.297664358118833,-0.030921925374563532,1.092888699871997,-1.526561322774369,-0.12164007019604865,1.1456413720327787,-1.6847576410465215,-0.29811123442297915,0.17679022124273017,-0.9380164761792588,-0.32224998598287813,0.9611540063825599,-1.165327199753401,-0.18883703093157042,1.120815510803775,-1.2085123175814874,-0.1299541088996577,1.0431551424065428,-1.30438161904481,-0.5850814930789585,0.24360516820243167,-0.899819840110539,-0.5285445079271827,1.000516820575995,-1.0301406845764722,-0.37398212057583097,1.092106877011155,-0.9325119889902481,-0.30831344909239555,0.9793631735974558,-0.9212662901700852,-0.7519135705131799,0.371705930771068,-0.9057380097012844,-0.6648782937127998,0.9764265963559909,-1.0017650103849656,-0.5389801104182655,1.0721201691409483,-0.9176983892123743,-0.4870089684323194,0.9937419005067166,-0.8908189844238317
